comment_id,verdict,corrected_category,reason
C060066,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060067,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060070,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060076,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060087,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060091,Correct,,explicit misogynistic generalization about women/feminists
C060093,Correct,,explicit misogynistic generalization about women/feminists
C060109,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060117,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060122,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060124,Unsure,,"vague 'they' pronoun, no explicit gender marker or target"
C060127,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060131,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060132,Correct,,explicit misogynistic generalization about women/feminists
C060136,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060138,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060142,Correct,,explicit misogynistic generalization about women/feminists
C060144,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060161,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060171,Unsure,,"vague 'they' pronoun, no explicit gender marker or target"
C060176,Correct,,explicit misogynistic generalization about women/feminists
C060179,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060180,Correct,,explicit misogynistic generalization about women/feminists
C060182,Correct,,explicit misogynistic generalization about women/feminists
C060183,Correct,,explicit misogynistic generalization about women/feminists
C060189,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060195,Correct,,explicit misogynistic generalization about women/feminists
C060199,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060204,Correct,,explicit misogynistic generalization about women/feminists
C060207,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060209,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060214,Correct,,explicit misogynistic generalization about women/feminists
C060217,Correct,,explicit misogynistic generalization about women/feminists
C060218,Correct,,explicit misogynistic generalization about women/feminists
C060220,Correct,,explicit misogynistic generalization about women/feminists
C060221,Correct,,explicit misogynistic generalization about women/feminists
C060230,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060237,Correct,,explicit misogynistic generalization about women/feminists
C060238,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060239,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060242,Correct,,explicit misogynistic generalization about women/feminists
C060243,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060246,Unsure,,"vague 'they' pronoun, no explicit gender marker or target"
C060248,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060249,Correct,,explicit misogynistic generalization about women/feminists
C060253,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060254,Unsure,,"vague 'they' pronoun, no explicit gender marker or target"
C060258,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060275,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060278,Unsure,,"vague 'they' pronoun, no explicit gender marker or target"
C060279,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060287,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060293,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060295,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060303,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060306,Unsure,,"vague 'they' pronoun, no explicit gender marker or target"
C060307,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060310,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060313,Correct,,explicit misogynistic generalization about women/feminists
C060317,Correct,,explicit misogynistic generalization about women/feminists
C060318,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060319,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060321,Correct,,explicit misogynistic generalization about women/feminists
C060330,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060333,Correct,,explicit misogynistic generalization about women/feminists
C060335,Correct,,misogynistic trope (victim-card/attention/drama) implying women as target
C060336,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060341,Correct,,explicit misogynistic generalization about women/feminists
C060342,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060345,Correct,,explicit misogynistic generalization about women/feminists
C060351,Correct,,explicit misogynistic generalization about women/feminists
C060352,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060361,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060366,Unsure,,"vague 'they' pronoun, no explicit gender marker or target"
C060369,Correct,,"generic personal insult/rudeness, no hate-speech content"
C060380,Correct,,"generic personal insult/rudeness, no hate-speech content"
