comment_id,language,category,comment,english_translation
C065423,Roman Telugu,Offensive,"Nijam cheppalante, Nuvvu maatladedi eppudu artham lekunda untundi Idi final. smh","honestly, what you say never makes any sense this is final."
C065424,Telugu,Hate Speech,"విను, వీళ్ళందరూ చేసేది కేవలం డ్రామానే నమ్ము నన్ను. smh","listen, all they do is drama trust me."
C065441,Roman Telugu,Offensive,"By the way, Ilanti postulu petteముందు common sense vaadu Anthe. 🔥","by the way, use some common sense before posting things like this that's it."
C065443,Roman Telugu,Offensive,"Nijam cheppalante, Neelanti vallu valle social media padaipoyindi Nijanga. smh","honestly, people like you have ruined social media really."
C065444,Roman Telugu,Hate Speech,"Chudu, Adavallaki nijanga samanatvam akkarledu, prathyeka sadupayale kavali Arthamaindha? 😢","look, women don't really want equality, they just want special treatment got it?"
C065446,Roman Telugu,Offensive,Enduku antha negative-ga untav eppudu Seriously-ga.,why are you always so negative seriously.
C065455,Roman Telugu,Offensive,"Mava, Nee level chuste jaaliga undi Gurthu pettuko. 😤","bro, seeing your level is honestly pitiful remember this."
C065462,Telugu,Offensive,"ఏయ్, నీలాంటి వాళ్ళు వల్లే సోషల్ మీడియా పాడైపోయింది ఇది ఫైనల్. !!!","hey, people like you have ruined social media this is final."
C065475,Roman Telugu,Offensive,"Ila chudu, Evadu adigadu nee opinion Idi final.","see here, who asked for your opinion this is final."
C065478,Telugu,Hate Speech,"ఒక్క మాట, ఈ జనరేషన్ ఆడవాళ్ళు రెస్పెక్ట్ ఇవ్వడానికి అసలు అర్హులు కాదు 😔","one thing, this generation of women don't even deserve respect"
C065480,Telugu,Offensive,ఇలాంటి చెత్త ఆలోచనలు ఎక్కడ నేర్చుకున్నావ్ smh,where did you learn such trashy thinking
C065483,Roman Telugu,Hate Speech,"By the way, Adavallu intlo undali, online-ki ravaddu Idi nijam. 😢","by the way, women should stay home, not come online this is true."
C065486,Roman Telugu,Hate Speech,"Mava, Adavallu eppudu over-ga react avutharu Anthe.","bro, women always overreact that's it."
C065488,Roman Telugu,Hate Speech,"Hey, Adavallaki buddhi undadu anduke ila post chestaru Seriously-ga. #WomenSafety","hey, women have no sense, that's why they post like this seriously."
C065494,Telugu,Hate Speech,"ఊరికే చెప్తున్నా, ఫెమినిస్టులు వల్లే సమాజం పాడైపోతుంది నిజంగా. !!!","just saying, feminists are ruining society really."
C065499,Roman Telugu,Offensive,"Mava, Idi chusi navvalo edavalo artham kavatledu Seriously-ga. smh","bro, don't know whether to laugh or cry seeing this seriously."
C065500,Telugu,Offensive,"నిజం చెప్పాలంటే, నీ లెవెల్ చూస్తే జాలిగా ఉంది సీరియస్‌గా.","honestly, seeing your level is honestly pitiful seriously."
C065502,Telugu,Offensive,"బై ద వే, నీకు బుర్ర లేదా ఇలా మాట్లాడతావు ఇది నిజం. !!!","by the way, have you lost your mind, talking like this this is true."
C065510,Telugu,Offensive,ఎందుకు అంత నెగెటివ్‌గా ఉంటావ్ ఎప్పుడూ ఓకే నా? !!!,why are you always so negative ok?
C065512,Telugu,Hate Speech,"మావా, ఇలాంటి ఆడవాళ్ళ వల్లే మగవాళ్ళు బాధపడేది ఇది నిజం. 😔","bro, it's because of women like these that men suffer this is true."
C065517,Roman Telugu,Offensive,"Hey, Evadu adigadu nee opinion Anthe. 🙄","hey, who asked for your opinion that's it."
C065518,Roman Telugu,Offensive,"Ila chudu, Nuvvu maatladedi eppudu artham lekunda untundi Nijanga. 😡","see here, what you say never makes any sense really."
C065520,Roman Telugu,Hate Speech,"Ila chudu, Adavallaki sontha opinion undadu, evaro cheppindi vaadataru Arthamaindha? #WomenSafety","see here, women don't have their own opinions, they just repeat what someone told them got it?"
C065534,Telugu,Offensive,నువ్వు మాట్లాడేముందు కాస్త ఆలోచించు అంతే. 😔,think a little before you speak that's it.
C065537,Roman Telugu,Hate Speech,"Hey, Ilanti adavalla valle magavallu badhapadedi Anthe. ??","hey, it's because of women like these that men suffer that's it."
C065538,Roman Telugu,Offensive,"By the way, Em buddhi lekunda maatladatav nuvvu Idi final.","by the way, you talk with absolutely no sense this is final."
C065545,Telugu,Hate Speech,"విను, ఆడవాళ్ళు సోషల్ మీడియాలో ఉండకూడదు అంతే. 🔥","listen, women shouldn't even be on social media that's it."
C065554,Telugu,Hate Speech,"ఏయ్, ఇలాంటి ఆడవాళ్ళే అసలు సమస్యలకి కారణం అర్థమైందా? !!!","hey, women like these are the real cause of problems got it?"
C065557,Telugu,Offensive,"చూడు, దీని కంటే బెటర్ కంటెంట్ ఎక్కడైనా దొరుకుతుంది గుర్తు పెట్టుకో. ...","look, you can find better content anywhere than this remember this."
C065562,Telugu,Offensive,"ఇలా చూడు, దీని కంటే బెటర్ కంటెంట్ ఎక్కడైనా దొరుకుతుంది సీరియస్‌గా.","see here, you can find better content anywhere than this seriously."
C065564,Roman Telugu,Hate Speech,"Okka maata, Feminists valle samajam padaipotundi Nammu nannu.","one thing, feminists are ruining society trust me."
C065565,Roman Telugu,Hate Speech,"Urike cheptunna, Ilanti content pettevallu andaru oke rakam Anthe. 😢","just saying, everyone who posts content like this is the same kind that's it."
