comment_id,verdict,corrected_category,reason
C043695,Wrong,Safe,"Language complaint about Telugu/Kannada comments, not offensive"
C043697,Correct,,Dehumanizing dog insult at individual
C043699,Correct,,"Personal insult calling someone crazy, not hate speech"
C043707,Unsure,,"Garbled caste-related rant, unclear target and intent"
C043717,Unsure,,"Garbled text, meaning unclear"
C043725,Correct,,"Mild personal jab, not hate speech"
C043747,Wrong,Safe,Neutral opinion about actor's getup
C043749,Wrong,Safe,Neutral factual claim about director
C043754,Wrong,Offensive,"Vulgar personal remark, not hate speech"
C043755,Wrong,Offensive,"Mild personal insult, not hate speech"
C043760,Wrong,Safe,"Movie title commentary, not offensive"
C043761,Wrong,Safe,"Casting opinion, not offensive"
C043763,Wrong,Safe,"Expression of awe/praise, not hateful"
C043766,Wrong,Safe,"Harsh political criticism, not vulgar or hateful"
C043767,Correct,,"Crude jab at actor, not hate speech"
C043772,Wrong,Safe,Neutral factual correction
C043783,Correct,,"Hyperbolic insult at dislikers, not group hate"
C043784,Wrong,Safe,"Criticism of police institution, not hate speech"
C043786,Wrong,Offensive,"Vulgar insult at individual, not hate speech"
C043791,Wrong,Safe,"Mild complaint about dislikes, not hateful"
C043792,Correct,,Hostile mocking generalization about minority special treatment
C043795,Wrong,Safe,Neutral opinion about game ban
C043797,Wrong,Safe,Neutral complaint about promotion location
C043798,Wrong,Offensive,"Dehumanizing insult at commenters, not protected-group hate"
C043804,Wrong,Offensive,Vulgar personal insult about hygiene
C043807,Unsure,,"Garbled phrase, unclear meaning"
C043811,Correct,,Caste-based hostility targeting Agamudayar community
C043820,Wrong,Safe,"Fan hype comment, not offensive"
C043821,Wrong,Safe,"Compliment, not hateful"
C043822,Wrong,Safe,"Fan chant/banter, not hateful"
C043824,Wrong,Safe,"Fan hype statement, not offensive"
C043827,Wrong,Safe,"Political satire about Rajini, not offensive"
C043830,Wrong,Safe,"Vague political commentary, not hate speech"
C043846,Wrong,Offensive,"Fan-war insult calling rival fans dogs, not protected-group hate"
C043852,Correct,,Mocking insult at actor
C043853,Wrong,Offensive,"Insult comparing person to donkey, not hate speech"
C043856,Wrong,Safe,"Political opinion, not hate speech"
C043857,Wrong,Safe,Neutral movie reference
C043859,Wrong,Safe,"Harsh political opinion, not hate speech"
C043862,Wrong,Safe,"Political opinion about Modi/Swachh Bharat, not offensive"
C043865,Wrong,Safe,"Mild rebuke, not offensive"
C043866,Correct,,Vulgar insult toward fans
C043870,Wrong,Safe,"Fan banter about teaser timing"
C043883,Correct,,Vulgar insult at dislikers
C043888,Wrong,Safe,"Compliment, not hateful"
C043894,Wrong,Safe,"Comparative opinion praising one person, mild jab at another"
C043895,Wrong,Safe,"Fan comment about movie NGK, not hateful"
C043898,Wrong,Safe,Neutral movie comparison
C043903,Wrong,Safe,"Social/political opinion, not hate speech"
C043909,Correct,,Casual insult with feminine-diminutive address
C043913,Wrong,Safe,"Moral/social commentary, not hate speech"
C043919,Unsure,,"Garbled comment, unclear meaning"
C043929,Correct,,"Vulgar slur at politician, personal insult"
C043933,Wrong,Offensive,Mild insult calling news fake/shameless
C043934,Correct,,Vulgar language accusing plagiarism
C043937,Wrong,Safe,Neutral movie opinion
C043939,Wrong,Safe,"Movie criticism, not offensive"
C043948,Wrong,Offensive,Political insult at individual with regional slur
C043952,Wrong,Safe,"Compliment, not offensive"
C043954,Wrong,Safe,"Political opinion, not hate speech"
C043957,Unsure,,"Garbled, unclear meaning"
C043958,Correct,,Mocking insult at actor's typecasting
C043964,Wrong,Offensive,"Vulgar insult at individual politician, not group hate"
C043967,Wrong,Safe,"Fan banter about dislikes, not hateful"
C043969,Correct,,"Mocking laughter aimed at person, personal insult"
C043973,Wrong,Offensive,"Dehumanizing insult at party members, not protected-group hate"
C043974,Wrong,Safe,Neutral trending comment
C043976,Wrong,Safe,"Boastful fan comment, not offensive"
C043980,Wrong,Offensive,"Vulgar political jab at individual, not hate speech"
C043988,Wrong,Safe,Positive movie feedback
C043997,Wrong,Safe,"Fan banter, not hateful"
C043998,Wrong,Offensive,Vulgar insult at rival fans accusing them of casteism
C043999,Correct,,"Mocking insult, targets individual not group"
C044001,Wrong,Safe,"Complaint about movie piracy, not hateful"
C044003,Wrong,Safe,Neutral view-count comment
C044004,Wrong,Safe,Neutral question about teaser content
C044010,Unsure,,"Vague insult, unclear target"
C044017,Wrong,Offensive,"Vulgar personal insult, gendered jab not group hate"
C044019,Wrong,Safe,"Movie criticism, not hate speech"
C044020,Wrong,Safe,"Mild personal criticism, not vulgar or hateful"
C044023,Wrong,Safe,"Fan comment about dislikes, not offensive"
C044025,Correct,,"Accusation of copying, mild personal insult"
C044029,Wrong,Safe,Neutral like-count comment
C044032,Unsure,,"Garbled text, meaning unclear"
C044034,Wrong,Safe,"Joking comment about data recharge, not hateful"
C044038,Unsure,,Unclear casual comment
C044043,Correct,,Mild insult calling actor foolish
C044048,Wrong,Safe,"Political corruption criticism, not hate speech"
C044051,Wrong,Safe,Compliment about father-son bond
