comment_id,verdict,corrected_category,reason
C000001,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000003,Unsure,,No clear lexical signal; needs manual review
C000008,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000011,Wrong,Offensive,"Vulgar slur/insult, but no group targeted"
C000015,Wrong,Offensive,"Vulgar slur/insult, but no group targeted"
C000017,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000020,Correct,,
C000024,Correct,,
C000028,Correct,,
C000040,Correct,,
C000042,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000044,Wrong,Offensive,"Vulgar slur/insult, but no group targeted"
C000048,Unsure,,No clear lexical signal; needs manual review
C000062,Unsure,,No clear lexical signal; needs manual review
C000065,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000069,Wrong,Offensive,"Vulgar slur/insult, but no group targeted"
C000073,Unsure,,No clear lexical signal; needs manual review
C000074,Wrong,Offensive,"Vulgar slur/insult, but no group targeted"
C000078,Unsure,,No clear lexical signal; needs manual review
C000081,Unsure,,No clear lexical signal; needs manual review
C000088,Correct,,
C000091,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000093,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000094,Unsure,,No clear lexical signal; needs manual review
C000096,Unsure,,No clear lexical signal; needs manual review
C000099,Correct,,
C000101,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000103,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000111,Unsure,,No clear lexical signal; needs manual review
C000113,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000123,Correct,,
C000126,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000135,Unsure,,No clear lexical signal; needs manual review
C000136,Unsure,,No clear lexical signal; needs manual review
C000138,Correct,,
C000143,Unsure,,No clear lexical signal; needs manual review
C000144,Unsure,,No clear lexical signal; needs manual review
C000148,Unsure,,No clear lexical signal; needs manual review
C000151,Unsure,,No clear lexical signal; needs manual review
C000154,Wrong,Offensive,"Vulgar slur/insult, but no group targeted"
C000160,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000163,Unsure,,No clear lexical signal; needs manual review
C000166,Correct,,
C000167,Unsure,,No clear lexical signal; needs manual review
C000172,Correct,,
C000180,Unsure,,No clear lexical signal; needs manual review
C000181,Unsure,,No clear lexical signal; needs manual review
C000182,Unsure,,No clear lexical signal; needs manual review
C000186,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000191,Unsure,,No clear lexical signal; needs manual review
C000195,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000199,Unsure,,No clear lexical signal; needs manual review
C000200,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000202,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000203,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000204,Unsure,,No clear lexical signal; needs manual review
C000210,Unsure,,No clear lexical signal; needs manual review
C000212,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000214,Wrong,Offensive,"Vulgar slur/insult, but no group targeted"
C000215,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
C000216,Unsure,,No clear lexical signal; needs manual review
C000217,Wrong,Safe,"Neutral movie/political/celebrity comment, no hostility"
