comment_id,verdict,corrected_category,reason
C070797,Correct,,dismissive/insulting remark about content
C070798,Correct,,explicit misogynistic generalization about women
C070799,Correct,,mildly rude critical remark directed at person
C070806,Wrong,Offensive,"generic insult about unnamed 'they', no explicit hate target"
C070808,Correct,,insulting dismissive remark
C070823,Correct,,dismissive/insulting remark about content
C070825,Wrong,Offensive,"generic insult about unnamed 'they', no explicit hate target"
C070831,Correct,,dismissive rude remark
C070844,Correct,,misogynistic generalization about women
C070845,Correct,,insulting dismissive remark
C070846,Correct,,"explicit misogynistic statement, women should stay offline"
C070850,Wrong,Offensive,"generic dismissive insult, no explicit gender/group target"
C070853,Correct,,explicit misogynistic generalization about women
C070855,Correct,,misogynistic generalization about women
C070866,Wrong,Offensive,"generic dismissive insult, no explicit hate target"
C070868,Correct,,insulting remark targeting the person
C070874,Wrong,Offensive,"generic dismissive insult, not targeting protected group"
C070875,Correct,,misogynistic generalization about women
C070879,Correct,,insulting remark targeting the person
C070881,Correct,,insulting dismissive remark
C070882,Correct,,misogynistic generalization blaming women
C070884,Correct,,broad hateful generalization targeting feminists as a group
C070885,Correct,,insulting dismissive remark
C070892,Correct,,misogynistic generalization about women
C070894,Correct,,direct insult ('waste fellow')
C070895,Correct,,insulting remark about the person
C070897,Wrong,Offensive,"generic dismissive insult, no explicit hate target"
C070901,Correct,,condescending rebuke about person's post
C070902,Correct,,direct insult calling logic 'stupid'
C070904,Correct,,dismissive/insulting remark about content
C070910,Correct,,dismissive insulting remark
C070911,Correct,,insulting remark about the person
C070920,Correct,,misogynistic generalization about women
C070922,Correct,,insulting remark targeting the person
C070926,Correct,,insulting dismissive remark
C070937,Correct,,insulting dismissive remark
C070939,Wrong,Offensive,"generic dismissive insult, no explicit gender/group target"
C070940,Correct,,dismissive critical remark about content
C070941,Correct,,dismissive rude remark
C070942,Correct,,insulting remark calling thinking trashy
C070945,Wrong,Offensive,"generic dismissive insult, not targeting protected group"
C070954,Correct,,insulting/mocking remark
C070958,Correct,,insulting remark questioning sanity
C070966,Correct,,insulting remark about the person
C070969,Correct,,broad hateful generalization targeting feminists as a group
C070976,Wrong,Offensive,"generic dismissive insult, no explicit hate target"
C070977,Correct,,sexist stereotype generalizing about women
C070985,Correct,,explicit misogynistic generalization about women
C070987,Correct,,explicit misogynistic generalization about women
C070988,Wrong,Offensive,"dismissive generic insult, not explicitly hateful toward a group"
C070995,Correct,,misogynistic generalization blaming women
C070997,Correct,,insulting remark targeting the person
C071007,Correct,,insulting remark calling content trash
C071010,Correct,,condescending rebuke directed at person
C071013,Correct,,misogynistic generalization blaming women
C071014,Wrong,Offensive,"dismissive generic insult, not explicitly hateful toward a group"
