comment_id,verdict,corrected_category,reason
C032888,Wrong,Offensive,"Mocking comparison to horror doll, personal insult not hate"
C032892,Wrong,Safe,"Compliment to police officer, not hateful"
C032893,Correct,,"Caste-based hostile rhetoric about women, targets caste group"
C032895,Wrong,Safe,"Political metaphor/sarcasm, not hateful"
C032898,Correct,,"Personal trash talk insult, not group hate"
C032902,Correct,,"Personal insult calling director a caste fanatic, not group hate"
C032907,Correct,,"Mild fan trash talk comparison"
C032922,Correct,,"Personal insult about drinking, not hate"
C032928,Wrong,Safe,"Joking question about movie title"
C032929,Correct,,"Vulgar insult at composers, personal not group hate"
C032932,Wrong,Offensive,"Vulgar personal insult, not group-targeted"
C032933,Correct,,"Vulgar personal insult at actor"
C032935,Wrong,Safe,"Playful fan comment about actors, no hate"
C032940,Wrong,Safe,"Supports punishment for wrongdoers, no hate content"
C032950,Wrong,Safe,"Political jab, factual criticism"
C032951,Wrong,Safe,"Political/movie commentary, not a real threat"
C032955,Wrong,Safe,"Casting critique, not offensive"
C032956,Wrong,Safe,"Career critique, not offensive"
C032957,Wrong,Safe,"Fan banter about dislikers, no insult"
C032959,Wrong,Safe,"Political mockery about language, not hateful"
C032960,Wrong,Safe,"Movie hype comment"
C032962,Unsure,,"Vague slang reference, unclear intent"
C032966,Correct,,"Vulgar gesture insult at dislikers"
C032969,Wrong,Safe,"Philosophical statement, no hate content"
C032970,Wrong,Safe,"Praise for politician, no hate"
C032975,Wrong,Safe,"Criticism of show, no hate content"
C032979,Wrong,Offensive,"Personal political insult, not group hate"
C032980,Wrong,Safe,"Policy opinion, no hate"
C032982,Wrong,Safe,"Harmless fragment, no offense"
C032988,Unsure,,"Ambiguous slang word, unclear meaning"
C032990,Wrong,Safe,"Movie hype comment"
C032996,Wrong,Safe,"Praise for actor"
C033001,Wrong,Safe,"Social commentary on caste activism, not hateful"
C033004,Wrong,Safe,"Movie style hype comment, no hate"
C033009,Wrong,Safe,"Political commentary, no hate"
C033010,Correct,,"Accusatory plagiarism claim, not hate speech"
C033011,Wrong,Safe,"Neutral observational comment, no hate"
C033017,Wrong,Safe,"Movie hype comment, no hate content"
C033022,Correct,,"Harsh accusatory political claim, not hate speech"
C033023,Wrong,Safe,"Neutral movie music comparison"
C033030,Wrong,Safe,"Political slogan, no hate"
C033035,Wrong,Offensive,"Mocking insult at other commenters, not group hate"
C033044,Wrong,Safe,"Movie scene comparison, no insult"
C033046,Wrong,Safe,"Movie reference comment, no insult"
C033056,Unsure,,"Vague taunt, unclear meaning"
C033059,Wrong,Safe,"Neutral actor comparison"
C033061,Wrong,Safe,"Fan hype comment"
C033065,Correct,,"Vulgar personal insult at comedian"
C033072,Wrong,Safe,"Personal boast/taunt, no hate content"
C033073,Wrong,Safe,"Neutral movie comparison"
C033077,Wrong,Offensive,"Vulgar political insult at individual, not group hate"
C033078,Unsure,,"Ambiguous slang, unclear target"
C033079,Wrong,Safe,"Mild acting critique, no insult"
C033083,Wrong,Threat,"Explicit threat of physical violence"
C033087,Correct,,"Mocking dislikers with censored vulgar term"
C033088,Wrong,Safe,"Neutral question, no offense"
C033090,Wrong,Safe,"Movie commentary, no hate content"
C033093,Wrong,Safe,"Mild criticism of acting, no hate"
C033095,Wrong,Safe,"Casual praise comment"
C033102,Wrong,Safe,"Praise for dance performance"
C033109,Unsure,,"Fragment, unclear meaning"
C033114,Wrong,Safe,"Caste-pride political comment, no dehumanization"
C033116,Unsure,,"Garbled text, meaning unclear"
C033124,Wrong,Safe,"Neutral fan question about movies"
C033125,Wrong,Safe,"Fan's harsh critique of director, not offensive"
C033130,Wrong,Safe,"Critique of movie choices, no hate content"
C033137,Unsure,,"Gibberish/unclear slang"
C033140,Wrong,Safe,"Fan banter question, no offense"
C033143,Wrong,Safe,"Fan admiration comment, no hate"
C033144,Unsure,,"Garbled text, meaning unclear"
C033149,Correct,,"Dehumanizing pig language targeting regional/political group"
C033151,Wrong,Safe,"Praise for actor's looks"
C033152,Correct,,"Caste-based hostility toward inter-caste relationship"
C033154,Wrong,Safe,"Joke about trailer content, no offense"
C033157,Unsure,,"Ambiguous religious history debate"
C033159,Wrong,Safe,"Mild sarcastic remark, no offense"
C033163,Wrong,Safe,"Political opinion, no hate"
C033164,Wrong,Safe,"Meta-commentary on caste discourse, not hateful"
C033168,Correct,,"Personal insults at director and actor"
C033170,Wrong,Offensive,"Mocking insult at commenters, not caste-group hate"
C033173,Wrong,Safe,"Short casual remark, no offense"
C033175,Wrong,Safe,"Neutral cast list comment"
C033178,Correct,,"Vulgar personal insults at editor"
C033180,Correct,,"Hostile curse wishing harm on dislikers"
C033194,Correct,,"Personal mocking insult at filmmaker"
C033199,Correct,,"Caste pride rhetoric with hostile language"
C033201,Wrong,Safe,"Cultural pride statement, no hate content"
C033204,Wrong,Safe,"Political support statement, no hate"
C033208,Wrong,Safe,"Neutral movie dialogue reference"
C033222,Correct,,"Vulgar gendered slur insult at individual"
C033224,Unsure,,"Unclear term, ambiguous political comment"
C033230,Correct,,"Religious hostility referencing violence against Islam"
C033232,Wrong,Safe,"Joke about fandom, no hate"
C033233,Wrong,Safe,"Criticism of Women's Commission inaction, not hateful"
C033241,Wrong,Safe,"Industry pride/praise comment, no hate"
C033243,Wrong,Safe,"Neutral prediction about movie release"
