comment_id,verdict,corrected_category,reason
C065423,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065424,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065441,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065443,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065444,Correct,,Explicit misogynistic generalization about women as a group
C065446,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065455,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065462,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065475,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065478,Correct,,Explicit misogynistic generalization about women as a group
C065480,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065483,Correct,,Explicit misogynistic generalization about women as a group
C065486,Correct,,Explicit misogynistic generalization about women as a group
C065488,Correct,,Explicit misogynistic generalization about women as a group
C065494,Correct,,Explicit misogynistic generalization about women as a group
C065499,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065500,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065502,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065510,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065512,Correct,,Explicit misogynistic generalization about women as a group
C065517,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065518,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065520,Correct,,Explicit misogynistic generalization about women as a group
C065534,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065537,Correct,,Explicit misogynistic generalization about women as a group
C065538,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065545,Correct,,Explicit misogynistic generalization about women as a group
C065554,Correct,,Explicit misogynistic generalization about women as a group
C065557,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065562,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065564,Correct,,Explicit misogynistic generalization about women as a group
C065565,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065568,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065570,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065571,Correct,,Explicit misogynistic generalization about women as a group
C065578,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065583,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065608,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065610,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065619,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065633,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065635,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065639,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065640,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065658,Correct,,Explicit misogynistic generalization about women as a group
C065663,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065665,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065666,Correct,,Explicit misogynistic generalization about women as a group
C065673,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065679,Correct,,Explicit misogynistic generalization about women as a group
C065681,Correct,,Explicit misogynistic generalization about women as a group
C065686,Correct,,Explicit misogynistic generalization about women as a group
C065687,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065703,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065709,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065713,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065714,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065715,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065718,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065719,Correct,,Explicit misogynistic generalization about women as a group
C065722,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065726,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065727,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065728,Correct,,Explicit misogynistic generalization about women as a group
C065732,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065736,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065740,Correct,,Explicit misogynistic generalization about women as a group
C065741,Correct,,Explicit misogynistic generalization about women as a group
C065744,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065746,Correct,,Explicit misogynistic generalization about women as a group
C065751,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065761,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065763,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065764,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065766,Correct,,Explicit misogynistic generalization about women as a group
C065769,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065774,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065775,Correct,,Explicit misogynistic generalization about women as a group
C065784,Correct,,Explicit misogynistic generalization about women as a group
C065791,Correct,,Explicit misogynistic generalization about women as a group
C065795,Correct,,Explicit misogynistic generalization about women as a group
C065807,Correct,,Explicit misogynistic generalization about women as a group
C065808,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065813,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065814,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065816,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065819,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065820,Correct,,Explicit misogynistic generalization about women as a group
C065821,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065823,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065828,Correct,,Explicit misogynistic generalization about women as a group
C065832,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065833,Correct,,Explicit misogynistic generalization about women as a group
C065835,Correct,,Explicit misogynistic generalization about women as a group
C065843,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065855,Correct,,Explicit misogynistic generalization about women as a group
C065860,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065861,Correct,,Explicit misogynistic generalization about women as a group
C065865,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065867,Correct,,Explicit misogynistic generalization about women as a group
C065870,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065875,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065877,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065878,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065879,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065886,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065893,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065900,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065902,Correct,,Explicit misogynistic generalization about women as a group
C065904,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065905,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065906,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065908,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065909,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065911,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065912,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065915,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065919,Correct,,Explicit misogynistic generalization about women as a group
C065922,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065925,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065932,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065957,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065962,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065964,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065965,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065966,Correct,,Explicit misogynistic generalization about women as a group
C065973,Correct,,Explicit misogynistic generalization about women as a group
C065974,Correct,,Explicit misogynistic generalization about women as a group
C065976,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065978,Correct,,Explicit misogynistic generalization about women as a group
C065980,Correct,,Explicit misogynistic generalization about women as a group
C065982,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C065987,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065995,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C065999,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066003,Correct,,Explicit misogynistic generalization about women as a group
C066004,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C066008,Correct,,Explicit misogynistic generalization about women as a group
C066016,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066017,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066020,Correct,,Explicit misogynistic generalization about women as a group
C066021,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066022,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C066026,Correct,,Explicit misogynistic generalization about women as a group
C066029,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C066039,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066044,Correct,,Explicit misogynistic generalization about women as a group
C066047,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066050,Correct,,Explicit misogynistic generalization about women as a group
C066051,Correct,,Explicit misogynistic generalization about women as a group
C066053,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066054,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066066,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066069,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C066076,Correct,,Explicit misogynistic generalization about women as a group
C066082,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066083,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066084,Correct,,Explicit misogynistic generalization about women as a group
C066086,Correct,,Explicit misogynistic generalization about women as a group
C066088,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066093,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066094,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066097,Correct,,Explicit misogynistic generalization about women as a group
C066109,Correct,,Explicit misogynistic generalization about women as a group
C066110,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C066112,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066113,Correct,,Explicit misogynistic generalization about women as a group
C066114,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066120,Correct,,Explicit misogynistic generalization about women as a group
C066121,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066124,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066126,Correct,,Explicit misogynistic generalization about women as a group
C066127,Correct,,Explicit misogynistic generalization about women as a group
C066128,Correct,,Explicit misogynistic generalization about women as a group
C066130,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
C066131,Wrong,Offensive,"Vague 'they/people', no explicit gender target, generic dismissive remark"
C066132,Correct,,"Generic rude/dismissive insult, no hateful group targeting"
